DataRate,Payload Size,No of Stations,No of Slots,Beacon Interval,Throughput,Simulation Time 
0.65,256,220,25,81920,0.298189,3
0.65,256,230,25,81920,0.280986,3
0.65,256,240,25,81920,0.287603,3
0.65,256,250,25,81920,0.277299,3
0.65,256,260,25,81920,0.283465,3
0.65,256,270,25,81920,0.294546,3
0.65,256,280,25,81920,0.274333,3
0.65,256,290,25,81920,0.283714,3
0.65,256,300,25,81920,0.271712,3
0.65,256,310,25,81920,0.276962,3
0.65,256,320,25,81920,0.285244,3
0.65,256,330,25,81920,0.280922,3
0.65,256,340,25,81920,0.282736,3
0.65,256,350,25,81920,0.270415,3
0.65,256,360,25,81920,0.273965,3
0.65,256,370,25,81920,0.290231,3
0.65,256,380,25,81920,0.278778,3
0.65,256,390,25,81920,0.286063,3
0.65,256,400,25,81920,0.276914,3
0.65,256,410,25,81920,0.281695,3
0.65,256,420,25,81920,0.288577,3
0.65,256,430,25,81920,0.279046,3
0.65,256,440,25,81920,0.288313,3
0.65,256,450,25,81920,0.286015,3
0.65,256,460,25,81920,0.281287,3
0.65,256,470,25,81920,0.279957,3
0.65,256,480,25,81920,0.280266,3
0.65,256,490,25,81920,0.286595,3
0.65,256,500,25,81920,0.286577,3
0.65,256,30,30,81920,0.260389,3
0.65,256,40,30,81920,0.204117,3
0.65,256,50,30,81920,0.232684,3
0.65,256,60,30,81920,0.331962,3
0.65,256,70,30,81920,0.248169,3
0.65,256,80,30,81920,0.28154,3
0.65,256,90,30,81920,0.320572,3
0.65,256,100,30,81920,0.286037,3
0.65,256,110,30,81920,0.296308,3
0.65,256,120,30,81920,0.315481,3
0.65,256,130,30,81920,0.311214,3
0.65,256,140,30,81920,0.306821,3
0.65,256,150,30,81920,0.320878,3
0.65,256,160,30,81920,0.315597,3
0.65,256,170,30,81920,0.315136,3
0.65,256,180,30,81920,0.317199,3
0.65,256,190,30,81920,0.322063,3
0.65,256,200,30,81920,0.317772,3
0.65,256,210,30,81920,0.326818,3
0.65,256,220,30,81920,0.3264,3
0.65,256,230,30,81920,0.322658,3
0.65,256,240,30,81920,0.3303,3
0.65,256,250,30,81920,0.339777,3
0.65,256,260,30,81920,0.332845,3
0.65,256,270,30,81920,0.337136,3
0.65,256,280,30,81920,0.326902,3
0.65,256,290,30,81920,0.33021,3
0.65,256,300,30,81920,0.340651,3
0.65,256,310,30,81920,0.338886,3
0.65,256,320,30,81920,0.341978,3
0.65,256,330,30,81920,0.339931,3
0.65,256,340,30,81920,0.330873,3
0.65,256,350,30,81920,0.339474,3
0.65,256,360,30,81920,0.344303,3
0.65,256,370,30,81920,0.338713,3
0.65,256,380,30,81920,0.345385,3
0.65,256,390,30,81920,0.334328,3
0.65,256,400,30,81920,0.331528,3
0.65,256,410,30,81920,0.336504,3
0.65,256,420,30,81920,0.342287,3
0.65,256,430,30,81920,0.339471,3
0.65,256,440,30,81920,0.344269,3
0.65,256,450,30,81920,0.3398,3
0.65,256,460,30,81920,0.329291,3
0.65,256,470,30,81920,0.332504,3
0.65,256,480,30,81920,0.342932,3
0.65,256,490,30,81920,0.330857,3
0.65,256,500,30,81920,0.332851,3
0.65,256,30,35,81920,0.225024,3
0.65,256,40,35,81920,0.186841,3
0.65,256,50,35,81920,0.200158,3
0.65,256,60,35,81920,0.273487,3
0.65,256,70,35,81920,0.283716,3
0.65,256,80,35,81920,0.252551,3
0.65,256,90,35,81920,0.236321,3
0.65,256,100,35,81920,0.283892,3
0.65,256,110,35,81920,0.254503,3
0.65,256,120,35,81920,0.265937,3
0.65,256,130,35,81920,0.298378,3
0.65,256,140,35,81920,0.290887,3
0.65,256,150,35,81920,0.257463,3
0.65,256,160,35,81920,0.282082,3
0.65,256,170,35,81920,0.302545,3
0.65,256,180,35,81920,0.275745,3
0.65,256,190,35,81920,0.275531,3
0.65,256,200,35,81920,0.284184,3
0.65,256,210,35,81920,0.294668,3
0.65,256,220,35,81920,0.272683,3
0.65,256,230,35,81920,0.282923,3
0.65,256,240,35,81920,0.291157,3
0.65,256,250,35,81920,0.282703,3
0.65,256,260,35,81920,0.28699,3
0.65,256,270,35,81920,0.301214,3
0.65,256,280,35,81920,0.286828,3
0.65,256,290,35,81920,0.280269,3
0.65,256,300,35,81920,0.295398,3
0.65,256,310,35,81920,0.299806,3
0.65,256,320,35,81920,0.289223,3
0.65,256,330,35,81920,0.299305,3
0.65,256,340,35,81920,0.303776,3
0.65,256,350,35,81920,0.303167,3
0.65,256,360,35,81920,0.302859,3
0.65,256,370,35,81920,0.292921,3
0.65,256,380,35,81920,0.306586,3
0.65,256,390,35,81920,0.286215,3
0.65,256,400,35,81920,0.300945,3
0.65,256,410,35,81920,0.303966,3
0.65,256,420,35,81920,0.311706,3
0.65,256,430,35,81920,0.303441,3
0.65,256,440,35,81920,0.304242,3
0.65,256,450,35,81920,0.307099,3
0.65,256,460,35,81920,0.304718,3
0.65,256,470,35,81920,0.307151,3
0.65,256,480,35,81920,0.304057,3
0.65,256,490,35,81920,0.302708,3
0.65,256,500,35,81920,0.305152,3
0.65,256,30,40,81920,0.182272,3
0.65,256,40,40,81920,0.305408,3
0.65,256,50,40,81920,0.178899,3
0.65,256,60,40,81920,0.256585,3
0.65,256,70,40,81920,0.282761,3
0.65,256,80,40,81920,0.306048,3
0.65,256,90,40,81920,0.250321,3
0.65,256,100,40,81920,0.288378,3
0.65,256,110,40,81920,0.316465,3
0.65,256,120,40,81920,0.305749,3
0.65,256,130,40,81920,0.271748,3
0.65,256,140,40,81920,0.310689,3
0.65,256,150,40,81920,0.322121,3
0.65,256,160,40,81920,0.311957,3
0.65,256,170,40,81920,0.2938,3
0.65,256,180,40,81920,0.301454,3
0.65,256,190,40,81920,0.326627,3
0.65,256,200,40,81920,0.326462,3
0.65,256,210,40,81920,0.295103,3
0.65,256,220,40,81920,0.316026,3
0.65,256,230,40,81920,0.309202,3
0.65,256,240,40,81920,0.330054,3
0.65,256,250,40,81920,0.308496,3
0.65,256,260,40,81920,0.308164,3
0.65,256,270,40,81920,0.314486,3
0.65,256,280,40,81920,0.327089,3
0.65,256,290,40,81920,0.297238,3
0.65,256,300,40,81920,0.307651,3
0.65,256,310,40,81920,0.317544,3
0.65,256,320,40,81920,0.326777,3
0.65,256,330,40,81920,0.311968,3
0.65,256,340,40,81920,0.30931,3
0.65,256,350,40,81920,0.327072,3
0.65,256,360,40,81920,0.325632,3
0.65,256,370,40,81920,0.317674,3
0.65,256,380,40,81920,0.310595,3
0.65,256,390,40,81920,0.32256,3
0.65,256,400,40,81920,0.318805,3
0.65,256,410,40,81920,0.311952,3
0.65,256,420,40,81920,0.313523,3
0.65,256,430,40,81920,0.321971,3
0.65,256,440,40,81920,0.325126,3
0.65,256,450,40,81920,0.311391,3
0.65,256,460,40,81920,0.320139,3
0.65,256,470,40,81920,0.326957,3
0.65,256,480,40,81920,0.321076,3
0.65,256,490,40,81920,0.308279,3
0.65,256,500,40,81920,0.317044,3
0.65,256,30,45,81920,0.139579,3
0.65,256,40,45,81920,0.216343,3
0.65,256,50,45,81920,0.200567,3
0.65,256,60,45,81920,0.224384,3
0.65,256,70,45,81920,0.23461,3
0.65,256,80,45,81920,0.296064,3
0.65,256,90,45,81920,0.321777,3
0.65,256,100,45,81920,0.261699,3
0.65,256,110,45,81920,0.273237,3
0.65,256,120,45,81920,0.299435,3
0.65,256,130,45,81920,0.322475,3
0.65,256,140,45,81920,0.278733,3
0.65,256,150,45,81920,0.289363,3
0.65,256,160,45,81920,0.29472,3
0.65,256,170,45,81920,0.305462,3
0.65,256,180,45,81920,0.343866,3
0.65,256,190,45,81920,0.296313,3
0.65,256,200,45,81920,0.297984,3
0.65,256,210,45,81920,0.314919,3
0.65,256,220,45,81920,0.327417,3
0.65,256,230,45,81920,0.308915,3
0.65,256,240,45,81920,0.318821,3
0.65,256,250,45,81920,0.320808,3
0.65,256,260,45,81920,0.322649,3
0.65,256,270,45,81920,0.335249,3
0.65,256,280,45,81920,0.31483,3
0.65,256,290,45,81920,0.31516,3
0.65,256,300,45,81920,0.319033,3
0.65,256,310,45,81920,0.337999,3
0.65,256,320,45,81920,0.325413,3
0.65,256,330,45,81920,0.321148,3
0.65,256,340,45,81920,0.321195,3
0.65,256,350,45,81920,0.331741,3
0.65,256,360,45,81920,0.323452,3
0.65,256,370,45,81920,0.322796,3
0.65,256,380,45,81920,0.325571,3
0.65,256,390,45,81920,0.329096,3
0.65,256,400,45,81920,0.337737,3
0.65,256,410,45,81920,0.330939,3
0.65,256,420,45,81920,0.33085,3
0.65,256,430,45,81920,0.329644,3
0.65,256,440,45,81920,0.335789,3
0.65,256,450,45,81920,0.34147,3
0.65,256,460,45,81920,0.327965,3
0.65,256,470,45,81920,0.32272,3
0.65,256,480,45,81920,0.331501,3
0.65,256,490,45,81920,0.340499,3
0.65,256,500,45,81920,0.325161,3
0.65,256,30,50,81920,0.127561,3
0.65,256,40,50,81920,0.196437,3
0.65,256,50,50,81920,0.231897,3
0.65,256,60,50,81920,0.2015,3
0.65,256,70,50,81920,0.199729,3
0.65,256,80,50,81920,0.236851,3
0.65,256,90,50,81920,0.265216,3
0.65,256,100,50,81920,0.282331,3
0.65,256,110,50,81920,0.249935,3
0.65,256,120,50,81920,0.245901,3
0.65,256,130,50,81920,0.277769,3
0.65,256,140,50,81920,0.27987,3
0.65,256,150,50,81920,0.290953,3
0.65,256,160,50,81920,0.26349,3
0.65,256,170,50,81920,0.265631,3
0.65,256,180,50,81920,0.27969,3
0.65,256,190,50,81920,0.293307,3
0.65,256,200,50,81920,0.293284,3
0.65,256,210,50,81920,0.283307,3
0.65,256,220,50,81920,0.280394,3
0.65,256,230,50,81920,0.281377,3
0.65,256,240,50,81920,0.299099,3
0.65,256,250,50,81920,0.302058,3
0.65,256,260,50,81920,0.297503,3
0.65,256,270,50,81920,0.288059,3
0.65,256,280,50,81920,0.290513,3
0.65,256,290,50,81920,0.308686,3
0.65,256,300,50,81920,0.31012,3
0.65,256,310,50,81920,0.292899,3
0.65,256,320,50,81920,0.291226,3
0.65,256,330,50,81920,0.300223,3
0.65,256,340,50,81920,0.301739,3
0.65,256,350,50,81920,0.301849,3
0.65,256,360,50,81920,0.291776,3
0.65,256,370,50,81920,0.303608,3
0.65,256,380,50,81920,0.304469,3
0.65,256,390,50,81920,0.306362,3
0.65,256,400,50,81920,0.303285,3
0.65,256,410,50,81920,0.300117,3
0.65,256,420,50,81920,0.302364,3
0.65,256,430,50,81920,0.297873,3
0.65,256,440,50,81920,0.306872,3
0.65,256,450,50,81920,0.29537,3
0.65,256,460,50,81920,0.296701,3
0.65,256,470,50,81920,0.2961,3
0.65,256,480,50,81920,0.294912,3
0.65,256,490,50,81920,0.301789,3
0.65,256,500,50,81920,0.295603,3
0.65,256,30,5,92160,0.306859,3
0.65,256,40,5,92160,0.305664,3
0.65,256,50,5,92160,0.305357,3
0.65,256,60,5,92160,0.306005,3
0.65,256,70,5,92160,0.304274,3
0.65,256,80,5,92160,0.302464,3
0.65,256,90,5,92160,0.301284,3
0.65,256,100,5,92160,0.314637,3
0.65,256,110,5,92160,0.298543,3
0.65,256,120,5,92160,0.297557,3
0.65,256,130,5,92160,0.284748,3
0.65,256,140,5,92160,0.281988,3
0.65,256,150,5,92160,0.302398,3
0.65,256,160,5,92160,0.289792,3
0.65,256,170,5,92160,0.288166,3
0.65,256,180,5,92160,0.290875,3
0.65,256,190,5,92160,0.278151,3
0.65,256,200,5,92160,0.279654,3
0.65,256,210,5,92160,0.263811,3
0.65,256,220,5,92160,0.276956,3
0.65,256,230,5,92160,0.27689,3
0.65,256,240,5,92160,0.270772,3
0.65,256,250,5,92160,0.26135,3
0.65,256,260,5,92160,0.252298,3
0.65,256,270,5,92160,0.263129,3
0.65,256,280,5,92160,0.263883,3
0.65,256,290,5,92160,0.255628,3
0.65,256,300,5,92160,0.256987,3
0.65,256,310,5,92160,0.243747,3
0.65,256,320,5,92160,0.243849,3
0.65,256,330,5,92160,0.248502,3
0.65,256,340,5,92160,0.245142,3
0.65,256,350,5,92160,0.229655,3
0.65,256,360,5,92160,0.225514,3
0.65,256,370,5,92160,0.241909,3
0.65,256,380,5,92160,0.248832,3
0.65,256,390,5,92160,0.236017,3
0.65,256,400,5,92160,0.232164,3
0.65,256,410,5,92160,0.222262,3
0.65,256,420,5,92160,0.228837,3
0.65,256,430,5,92160,0.226902,3
0.65,256,440,5,92160,0.232541,3
0.65,256,450,5,92160,0.226317,3
0.65,256,460,5,92160,0.224486,3
0.65,256,470,5,92160,0.221462,3
0.65,256,480,5,92160,0.20992,3
0.65,256,490,5,92160,0.227131,3
0.65,256,500,5,92160,0.212873,3
0.65,256,30,10,92160,0.263022,3
0.65,256,40,10,92160,0.272839,3
0.65,256,50,10,92160,0.255659,3
0.65,256,60,10,92160,0.263168,3
0.65,256,70,10,92160,0.252506,3
0.65,256,80,10,92160,0.25794,3
0.65,256,90,10,92160,0.262144,3
0.65,256,100,10,92160,0.265617,3
0.65,256,110,10,92160,0.258048,3
0.65,256,120,10,92160,0.261413,3
0.65,256,130,10,92160,0.263919,3
0.65,256,140,10,92160,0.265472,3
0.65,256,150,10,92160,0.268529,3
0.65,256,160,10,92160,0.268914,3
0.65,256,170,10,92160,0.263824,3
0.65,256,180,10,92160,0.263892,3
0.65,256,190,10,92160,0.26705,3
0.65,256,200,10,92160,0.26756,3
0.65,256,210,10,92160,0.266937,3
0.65,256,220,10,92160,0.269416,3
0.65,256,230,10,92160,0.268649,3
0.65,256,240,10,92160,0.271959,3
0.65,256,250,10,92160,0.261102,3
0.65,256,260,10,92160,0.265322,3
0.65,256,270,10,92160,0.269399,3
0.65,256,280,10,92160,0.27037,3
0.65,256,290,10,92160,0.261766,3
0.65,256,300,10,92160,0.264409,3
0.65,256,310,10,92160,0.266089,3
0.65,256,320,10,92160,0.261106,3
0.65,256,330,10,92160,0.258805,3
0.65,256,340,10,92160,0.263223,3
0.65,256,350,10,92160,0.25684,3
0.65,256,360,10,92160,0.255241,3
0.65,256,370,10,92160,0.258098,3
0.65,256,380,10,92160,0.258536,3
0.65,256,390,10,92160,0.250091,3
0.65,256,400,10,92160,0.256282,3
0.65,256,410,10,92160,0.253588,3
0.65,256,420,10,92160,0.25889,3
0.65,256,430,10,92160,0.25074,3
0.65,256,440,10,92160,0.255806,3
0.65,256,450,10,92160,0.248402,3
0.65,256,460,10,92160,0.244856,3
0.65,256,470,10,92160,0.239109,3
0.65,256,480,10,92160,0.239731,3
0.65,256,490,10,92160,0.240286,3
0.65,256,500,10,92160,0.22724,3
0.65,256,30,15,92160,0.204117,3
0.65,256,40,15,92160,0.272839,3
0.65,256,50,15,92160,0.255829,3
0.65,256,60,15,92160,0.230272,3
0.65,256,70,15,92160,0.28631,3
0.65,256,80,15,92160,0.272384,3
0.65,256,90,15,92160,0.262242,3
0.65,256,100,15,92160,0.291694,3
0.65,256,110,15,92160,0.280832,3
0.65,256,120,15,92160,0.272308,3
0.65,256,130,15,92160,0.30594,3
0.65,256,140,15,92160,0.284877,3
0.65,256,150,15,92160,0.277907,3
0.65,256,160,15,92160,0.3056,3
0.65,256,170,15,92160,0.296667,3
0.65,256,180,15,92160,0.281784,3
0.65,256,190,15,92160,0.304721,3
0.65,256,200,15,92160,0.29741,3
0.65,256,210,15,92160,0.297436,3
0.65,256,220,15,92160,0.296641,3
0.65,256,230,15,92160,0.297004,3
0.65,256,240,15,92160,0.289997,3
0.65,256,250,15,92160,0.308788,3
0.65,256,260,15,92160,0.302671,3
0.65,256,270,15,92160,0.291109,3
0.65,256,280,15,92160,0.296601,3
0.65,256,290,15,92160,0.297307,3
0.65,256,300,15,92160,0.273005,3
0.65,256,310,15,92160,0.292096,3
0.65,256,320,15,92160,0.282594,3
0.65,256,330,15,92160,0.279307,3
0.65,256,340,15,92160,0.282482,3
0.65,256,350,15,92160,0.27257,3
0.65,256,360,15,92160,0.272514,3
0.65,256,370,15,92160,0.280109,3
0.65,256,380,15,92160,0.266312,3
0.65,256,390,15,92160,0.266546,3
0.65,256,400,15,92160,0.272761,3
0.65,256,410,15,92160,0.265372,3
0.65,256,420,15,92160,0.261325,3
0.65,256,430,15,92160,0.263052,3
0.65,256,440,15,92160,0.260362,3
0.65,256,450,15,92160,0.258346,3
0.65,256,460,15,92160,0.257755,3
0.65,256,470,15,92160,0.256785,3
0.65,256,480,15,92160,0.254007,3
0.65,256,490,15,92160,0.259856,3
0.65,256,500,15,92160,0.25413,3
0.65,256,30,20,92160,0.228096,3
0.65,256,40,20,92160,0.245555,3
0.65,256,50,20,92160,0.254123,3
0.65,256,60,20,92160,0.283412,3
0.65,256,70,20,92160,0.25094,3
0.65,256,80,20,92160,0.272612,3
0.65,256,90,20,92160,0.249204,3
0.65,256,100,20,92160,0.254293,3
0.65,256,110,20,92160,0.258127,3
0.65,256,120,20,92160,0.253175,3
0.65,256,130,20,92160,0.255736,3
0.65,256,140,20,92160,0.258731,3
0.65,256,150,20,92160,0.253895,3
0.65,256,160,20,92160,0.256755,3
0.65,256,170,20,92160,0.271198,3
0.65,256,180,20,92160,0.260584,3
0.65,256,190,20,92160,0.262144,3
0.65,256,200,20,92160,0.258048,3
0.65,256,210,20,92160,0.265344,3
0.65,256,220,20,92160,0.261501,3
0.65,256,230,20,92160,0.262221,3
0.65,256,240,20,92160,0.259913,3
0.65,256,250,20,92160,0.261297,3
0.65,256,260,20,92160,0.258249,3
0.65,256,270,20,92160,0.251116,3
0.65,256,280,20,92160,0.254013,3
0.65,256,290,20,92160,0.254575,3
0.65,256,300,20,92160,0.248397,3
0.65,256,310,20,92160,0.249665,3
0.65,256,320,20,92160,0.25084,3
0.65,256,330,20,92160,0.24809,3
0.65,256,340,20,92160,0.245933,3
0.65,256,350,20,92160,0.247374,3
0.65,256,360,20,92160,0.244609,3
0.65,256,370,20,92160,0.252044,3
0.65,256,380,20,92160,0.249698,3
0.65,256,390,20,92160,0.244229,3
0.65,256,400,20,92160,0.252536,3
0.65,256,410,20,92160,0.249522,3
0.65,256,420,20,92160,0.24758,3
0.65,256,430,20,92160,0.242539,3
0.65,256,440,20,92160,0.241929,3
0.65,256,450,20,92160,0.243214,3
0.65,256,460,20,92160,0.244869,3
0.65,256,470,20,92160,0.239308,3
0.65,256,480,20,92160,0.234722,3
0.65,256,490,20,92160,0.243676,3
0.65,256,500,20,92160,0.233438,3
0.65,256,30,25,92160,0.22912,3
0.65,256,40,25,92160,0.269198,3
0.65,256,50,25,92160,0.279087,3
0.65,256,60,25,92160,0.243849,3
0.65,256,70,25,92160,0.283034,3
0.65,256,80,25,92160,0.233179,3
0.65,256,90,25,92160,0.287582,3
0.65,256,100,25,92160,0.276666,3
0.65,256,110,25,92160,0.267141,3
0.65,256,120,25,92160,0.290816,3
0.65,256,130,25,92160,0.263851,3
0.65,256,140,25,92160,0.281805,3
0.65,256,150,25,92160,0.26889,3
0.65,256,160,25,92160,0.268459,3
0.65,256,170,25,92160,0.291986,3
0.65,256,180,25,92160,0.26619,3
0.65,256,190,25,92160,0.266049,3
0.65,256,200,25,92160,0.262812,3
0.65,256,210,25,92160,0.265003,3
0.65,256,220,25,92160,0.260096,3
0.65,256,230,25,92160,0.25183,3
0.65,256,240,25,92160,0.241118,3
0.65,256,250,25,92160,0.255271,3
0.65,256,260,25,92160,0.259823,3
0.65,256,270,25,92160,0.268732,3
0.65,256,280,25,92160,0.269411,3
0.65,256,290,25,92160,0.262765,3
0.65,256,300,25,92160,0.255152,3
0.65,256,310,25,92160,0.266804,3
0.65,256,320,25,92160,0.265894,3
0.65,256,330,25,92160,0.241563,3
0.65,256,340,25,92160,0.274488,3
0.65,256,350,25,92160,0.249091,3
0.65,256,360,25,92160,0.256,3
0.65,256,370,25,92160,0.266864,3
0.65,256,380,25,92160,0.244135,3
0.65,256,390,25,92160,0.267975,3
0.65,256,400,25,92160,0.259026,3
0.65,256,410,25,92160,0.262167,3
0.65,256,420,25,92160,0.268918,3
0.65,256,430,25,92160,0.245921,3
0.65,256,440,25,92160,0.267115,3
0.65,256,450,25,92160,0.267013,3
0.65,256,460,25,92160,0.25773,3
0.65,256,470,25,92160,0.267653,3
0.65,256,480,25,92160,0.26791,3
0.65,256,490,25,92160,0.263737,3
0.65,256,500,25,92160,0.269017,3
0.65,256,30,30,92160,0.261266,3
0.65,256,40,30,92160,0.220625,3
0.65,256,50,30,92160,0.274991,3
0.65,256,60,30,92160,0.306517,3
0.65,256,70,30,92160,0.264704,3
0.65,256,80,30,92160,0.267605,3
0.65,256,90,30,92160,0.3225,3
0.65,256,100,30,92160,0.286818,3
0.65,256,110,30,92160,0.314222,3
0.65,256,120,30,92160,0.331776,3
0.65,256,130,30,92160,0.301686,3
0.65,256,140,30,92160,0.313041,3
0.65,256,150,30,92160,0.326656,3
0.65,256,160,30,92160,0.301952,3
0.65,256,170,30,92160,0.310613,3
0.65,256,180,30,92160,0.330721,3
0.65,256,190,30,92160,0.293652,3
0.65,256,200,30,92160,0.314691,3
0.65,256,210,30,92160,0.323269,3
0.65,256,220,30,92160,0.306724,3
0.65,256,230,30,92160,0.319297,3
0.65,256,240,30,92160,0.319033,3
0.65,256,250,30,92160,0.309845,3
0.65,256,260,30,92160,0.315517,3
0.65,256,270,30,92160,0.328432,3
0.65,256,280,30,92160,0.321103,3
0.65,256,290,30,92160,0.320956,3
0.65,256,300,30,92160,0.323882,3
0.65,256,310,30,92160,0.317727,3
0.65,256,320,30,92160,0.321359,3
0.65,256,330,30,92160,0.323243,3
0.65,256,340,30,92160,0.310848,3
0.65,256,350,30,92160,0.310955,3
0.65,256,360,30,92160,0.321,3
0.65,256,370,30,92160,0.30694,3
0.65,256,380,30,92160,0.323168,3
0.65,256,390,30,92160,0.323584,3
0.65,256,400,30,92160,0.318037,3
0.65,256,410,30,92160,0.318768,3
0.65,256,420,30,92160,0.324553,3
0.65,256,430,30,92160,0.320108,3
0.65,256,440,30,92160,0.315962,3
0.65,256,450,30,92160,0.320512,3
0.65,256,460,30,92160,0.317465,3
0.65,256,470,30,92160,0.32301,3
0.65,256,480,30,92160,0.324145,3
0.65,256,490,30,92160,0.322965,3
0.65,256,500,30,92160,0.319166,3
0.65,256,30,35,92160,0.201842,3
0.65,256,40,35,92160,0.202411,3
0.65,256,50,35,92160,0.200704,3
0.65,256,60,35,92160,0.275377,3
0.65,256,70,35,92160,0.264192,3
0.65,256,80,35,92160,0.241254,3
0.65,256,90,35,92160,0.281115,3
0.65,256,100,35,92160,0.283014,3
0.65,256,110,35,92160,0.286987,3
0.65,256,120,35,92160,0.273408,3
0.65,256,130,35,92160,0.306463,3
0.65,256,140,35,92160,0.299154,3
0.65,256,150,35,92160,0.27776,3
0.65,256,160,35,92160,0.293184,3
0.65,256,170,35,92160,0.29938,3
0.65,256,180,35,92160,0.307682,3
0.65,256,190,35,92160,0.298621,3
0.65,256,200,35,92160,0.308307,3
0.65,256,210,35,92160,0.310141,3
0.65,256,220,35,92160,0.299983,3
0.65,256,230,35,92160,0.297246,3
0.65,256,240,35,92160,0.301801,3
0.65,256,250,35,92160,0.313344,3
0.65,256,260,35,92160,0.295795,3
0.65,256,270,35,92160,0.301474,3
0.65,256,280,35,92160,0.301726,3
0.65,256,290,35,92160,0.298705,3
0.65,256,300,35,92160,0.300051,3
0.65,256,310,35,92160,0.306517,3
0.65,256,320,35,92160,0.305691,3
0.65,256,330,35,92160,0.297165,3
0.65,256,340,35,92160,0.294317,3
0.65,256,350,35,92160,0.300988,3
0.65,256,360,35,92160,0.295136,3
0.65,256,370,35,92160,0.305245,3
0.65,256,380,35,92160,0.307641,3
0.65,256,390,35,92160,0.300249,3
0.65,256,400,35,92160,0.313092,3
0.65,256,410,35,92160,0.289963,3
0.65,256,420,35,92160,0.30221,3
0.65,256,430,35,92160,0.295389,3
0.65,256,440,35,92160,0.296771,3
0.65,256,450,35,92160,0.298921,3
0.65,256,460,35,92160,0.300892,3
0.65,256,470,35,92160,0.297731,3
0.65,256,480,35,92160,0.310176,3
0.65,256,490,35,92160,0.296835,3
0.65,256,500,35,92160,0.296685,3
0.65,256,30,40,92160,0.224,3
0.65,256,40,40,92160,0.244531,3
0.65,256,50,40,92160,0.216357,3
0.65,256,60,40,92160,0.254976,3
0.65,256,70,40,92160,0.279347,3
0.65,256,80,40,92160,0.306048,3
0.65,256,90,40,92160,0.249018,3
0.65,256,100,40,92160,0.263302,3
0.65,256,110,40,92160,0.288501,3
0.65,256,120,40,92160,0.315125,3
0.65,256,130,40,92160,0.279771,3
0.65,256,140,40,92160,0.255814,3
0.65,256,150,40,92160,0.302694,3
0.65,256,160,40,92160,0.302016,3
0.65,256,170,40,92160,0.271683,3
0.65,256,180,40,92160,0.278581,3
0.65,256,190,40,92160,0.300571,3
0.65,256,200,40,92160,0.301056,3
0.65,256,210,40,92160,0.280986,3
0.65,256,220,40,92160,0.29209,3
0.65,256,230,40,92160,0.298518,3
0.65,256,240,40,92160,0.303191,3
0.65,256,250,40,92160,0.28104,3
0.65,256,260,40,92160,0.275968,3
0.65,256,270,40,92160,0.301945,3
0.65,256,280,40,92160,0.298822,3
0.65,256,290,40,92160,0.280576,3
0.65,256,300,40,92160,0.289507,3
0.65,256,310,40,92160,0.307894,3
0.65,256,320,40,92160,0.30401,3
0.65,256,330,40,92160,0.299424,3
0.65,256,340,40,92160,0.299722,3
0.65,256,350,40,92160,0.284614,3
0.65,256,360,40,92160,0.303104,3
0.65,256,370,40,92160,0.29477,3
0.65,256,380,40,92160,0.291624,3
0.65,256,390,40,92160,0.30529,3
0.65,256,400,40,92160,0.301029,3
0.65,256,410,40,92160,0.299139,3
0.65,256,420,40,92160,0.30093,3
0.65,256,430,40,92160,0.310272,3
0.65,256,440,40,92160,0.310605,3
0.65,256,450,40,92160,0.313978,3
0.65,256,460,40,92160,0.307176,3
0.65,256,470,40,92160,0.30789,3
0.65,256,480,40,92160,0.304657,3
0.65,256,490,40,92160,0.306407,3
0.65,256,500,40,92160,0.309117,3
0.65,256,30,45,92160,0.197746,3
0.65,256,40,45,92160,0.293632,3
0.65,256,50,45,92160,0.203435,3
0.65,256,60,45,92160,0.240162,3
0.65,256,70,45,92160,0.261888,3
0.65,256,80,45,92160,0.2976,3
0.65,256,90,45,92160,0.32262,3
0.65,256,100,45,92160,0.263925,3
0.65,256,110,45,92160,0.28859,3
0.65,256,120,45,92160,0.301483,3
0.65,256,130,45,92160,0.309002,3
0.65,256,140,45,92160,0.29244,3
0.65,256,150,45,92160,0.2926,3
0.65,256,160,45,92160,0.308852,3
0.65,256,170,45,92160,0.318336,3
0.65,256,180,45,92160,0.329604,3
0.65,256,190,45,92160,0.300194,3
0.65,256,200,45,92160,0.306832,3
0.65,256,210,45,92160,0.320748,3
0.65,256,220,45,92160,0.320737,3
0.65,256,230,45,92160,0.30538,3
0.65,256,240,45,92160,0.308179,3
0.65,256,250,45,92160,0.316525,3
0.65,256,260,45,92160,0.321963,3
0.65,256,270,45,92160,0.316867,3
0.65,256,280,45,92160,0.300386,3
0.65,256,290,45,92160,0.318502,3
0.65,256,300,45,92160,0.318296,3
0.65,256,310,45,92160,0.329765,3
0.65,256,320,45,92160,0.331201,3
0.65,256,330,45,92160,0.309347,3
0.65,256,340,45,92160,0.322428,3
0.65,256,350,45,92160,0.32877,3
